ID,FR,GB,PT,NL,DE
text_var_sys_value_droit_defaut,<Value>,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_var_sys_auto_cycle_antilegionel_gauche_defaut,<Value> : Autoriation cycle antilégionellose,<Value> : Autoriation cycle antilégionellose,<Value> : Autoriation cycle antilégionellose,<Value> : Autoriation cycle antilégionellose,<Value> : Autoriation cycle antilégionellose
text_var_sys_appoint_ecs_gauche_defaut,<Value> : Appoint ECS : autorisation / état,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS
text_var_sys_hyst_ecs_gauche_defaut,<Value> : Hystérésis sonde eau ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS
text_var_sys_consigne_relance_ecs_gauche_defaut,<Value> : Consigne température relance ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS
text_var_sys_consigne_ecs_gauche_defaut,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS,<Value> : Consigne température ECS
text_var_sys_temp_ecs_bas_gauche_defaut,<Value> : Température ECS bas,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu
text_var_sys_temp_ecs_milieur_gauche_defaut,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu
text_groupe_A_gainable_centre_defaut,Groupe A (gainable),New Text,New Text,New Text,New Text
text_modbus_droit_defaut,Modbus,On,On,On,On
text_var_sys_cons_registre_gauche_defaut,<Value> : Consigne registre Z<Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>
text_var_sys_debit_gauche_defaut,<Value> : Débit Z<Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>
text_var_sys_cons_eau_gauche_defaut,<Value> : Consigne température d'eau départ Z<Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>
text_var_sys_temp_ret_gauche_defaut,<Value> : Température d'eau retour Z<Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>
text_var_sys_temp_dep_gauche_defaut,<Value> : Température d'eau départ Z<Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>
text_var_sys_type_sonde_amb_gauche_defaut,<Value> : Type sonde d'ambiance Z<Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>
text_var_sys_hyst_sonde_int_gauche_defaut,<Value> : Hystérésis sonde intérieure Z<Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>
text_var_sys_consigne_interieure_gauche_defaut,<Value> : Consigne intérieure Z<Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>
text_1_nom_zone_centre_defaut,1,New Text,New Text,New Text,New Text
text_var_sys_temp_interieure_gauche_defaut,<Value> : Température intérieure Z<Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>
text_1_centre_defaut,1,New Text,New Text,New Text,New Text
text_var_sys_mode_zone_gauche_defaut,<Value> : Mode Z<Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>
text_var_sys_cons_ventil_groupe_gauche_defaut,<Value> : Consigne ventilateur <Value>,<Value> : Consigne ventilateur groupe <Value>,<Value> : Consigne ventilateur groupe <Value>,<Value> : Consigne ventilateur groupe <Value>,<Value> : Consigne ventilateur groupe <Value>
text_var_sys_cons_v3v_groupe_gauche_defaut,<Value> : Consigne vanne 3 voies <Value>,<Value> : Consigne vanne 3 voies groupe <Value>,<Value> : Consigne vanne 3 voies groupe <Value>,<Value> : Consigne vanne 3 voies groupe <Value>,<Value> : Consigne vanne 3 voies groupe <Value>
text_var_sys_circ_groupe_gauche_defaut,<Value> : Circulateur <Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>,<Value> : Circulateur groupe <Value>
text_var_sys_cons_eau_groupe_gauche_defaut,<Value> : Consigne température d'eau départ <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>,<Value> : Consigne température d'eau départ groupe <Value>
text_var_sys_cons_temp_prim_gauche_defaut,<Value> : Consigne température primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_temp_dep_groupe_gauche_defaut,<Value> : Température d'eau départ <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>,<Value> : Température d'eau départ groupe <Value>
text_groupe_A_centre_defaut,Groupe B,New Text,New Text,New Text,New Text
text_var_sys_mode_groupe_gauche_defaut,<Value> : Mode <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>,<Value> : Mode du groupe <Value>
text_var_sys_mise_sous_tension_gauche_defaut,<Value> : Temps mise sous tension PAC,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_heure_droit_defaut,<Value> h,<Value> W,<Value> W,<Value> W,<Value> W
text_var_sys_puissance_consommee_gauche_defaut,<Value> : Puissance consommée instantanée,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_puissance_droit_defaut,<Value> W,<Value> W,<Value> W,<Value> W,<Value> W
text_var_sys_puissance_produite_gauche_defaut,<Value> : Puissance produite instantanée,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_appoint_en_cours_gauche_defaut,<Value> : Max power / appoint en cours,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_hysteresis_sonde_ext_gauche_defaut,<Value> : Hystérésis sonde extérieure,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_temp_ext_equilibre_gauche_defaut,<Value> : Température extérieure d'équilibre,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_consigne_appoint_gauche_defaut,<Value> : Consigne puissance appoint chauffage,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_config_appoint_droit_defaut,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>
text_var_sys_config_appoint_gauche_defaut,<Value> : Autorisation et configuration appoint chauffage,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_chiffre_droit_defaut,2,New Text,New Text,New Text,New Text
text_var_sys_cascade_pac_on_dispo_gauche_defaut,<Value> : Cascade : nombre de PAC : ON / dispo,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_cascade_nombre_pac_gauche_defaut,<Value> : Cascade : nombre de PAC : présence / total déclaré,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_cascade_demande_gauche_defaut,<Value> : Cascade : demande et température,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_cons_circ_val_droit_defaut,80,New Text,New Text,New Text,New Text
text_var_sys_hysteresis_droit_defaut,<Value><Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>
text_var_sys_hysteresis_prim_gauche_defaut,<Value> : Hystérésis sonde ballon,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_ballon_tampon_gauche_defaut,<Value> : Température d'eau ballon tampon,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_vide_gauche_defaut,<Value> :,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_unite_exterieure_centre_defaut,Unité extérieure,New Text,New Text,New Text,New Text
text_var_sys_demande_pac_gauche_defaut,<Value> : Demande PAC et température d'eau,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_chaud_droit_defaut,Chaud,New Text,New Text,New Text,New Text
text_var_sys_demande_pac_droit_defaut,<Value> <Value>,<Value> <Value>°C,<Value> <Value>°C,<Value> <Value>°C,<Value> <Value>°C
text_var_sys_pilotage_circualteur_droit_defaut,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>
text_var_sys_cons_circ_prim_gauche_defaut,<Value> : Consigne circulateur primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_circ_prim_gauche_defaut,<Value> : Circulateur primaire : forcé/gestion,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_pourcentage_droit_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_regul_directe_droite_defaut,Directe,Directe,Directe,Directe,Directe
text_var_sys_type_regul_gauche_defaut,<Value> : Type de régulation,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_pression_droit_defaut,<Value> bars,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_var_sys_pression_prim_gauche_defaut,<Value> : Pression d'eau primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_debit_droit_defaut,<Value> l/h,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_var_sys_debit_prim_gauche_defaut,<Value> : Débit primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_temp_ret_prim_gauche_defaut,<Value> : Température d'eau retour primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_temp_dep_prim_gauche_defaut,<Value> : Température d'eau départ primaire,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_temp_ret_groupe_gauche_defaut,<Value> : Température d'eau retour <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>,<Value> : Température d'eau retour groupe <Value>
text_var_sys_geo_val_type_captage,<Value>,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_var_sys_temp_ext_gauche_defaut,<Value> : Température extérieure,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_var_sys_on_droit_defaut,On,New Text,New Text,New Text,New Text
text_var_sys_marche_arret_gauche_defaut,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général,<Value> : Marche arrêt général
text_frigo_centre_defaut,Frigo,New Text,New Text,New Text,New Text
text_config_in_out_centre_defaut,"Config
In/Out",New Text,New Text,New Text,New Text
text_option_centre_defaut,Option(s),New Text,New Text,New Text,New Text
text_groupe_centre_defaut,Groupe(s),New Text,New Text,New Text,New Text
text_zone_centre_defaut,Zone(s),New Text,New Text,New Text,New Text
text_primaire_centre_defaut,Primaire,New Text,New Text,New Text,New Text
text_date_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_raz_centre_defaut,RAZ,New Text,New Text,New Text,New Text
text_energies_janvier_centre_defaut,Jan,Jan,Jan,Jan,Jan
text_mois_gauche_defaut,Mois,New Text,New Text,New Text,New Text
text_kwh_centre_defaut,kWh,New Text,New Text,New Text,New Text
text_pac_centre_large,PAC,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_energies_cumul_init_centre_defaut,2440,New Text,New Text,New Text,New Text
text_energies_cumul_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_12_mois_centre_defaut,12 mois,New Text,New Text,New Text,New Text
text_24_jours_centre_defaut,24 jours,New Text,New Text,New Text,New Text
text_24_heures_centre_defaut,24 heures,New Text,New Text,New Text,New Text
text_chauffe_dalle_j1_centre_defaut,J1,New Text,New Text,New Text,New Text
text_chauffe_dalle_j2_centre_defaut,J2,New Text,New Text,New Text,New Text
text_chauffe_dalle_j3_centre_defaut,J3,New Text,New Text,New Text,New Text
text_chauffe_dalle_j4_centre_defaut,J4,New Text,New Text,New Text,New Text
text_chauffe_dalle_j5_centre_defaut,J5,New Text,New Text,New Text,New Text
text_chauffe_dalle_j6_centre_defaut,J6,New Text,New Text,New Text,New Text
text_chauffe_dalle_j7_centre_defaut,J7,New Text,New Text,New Text,New Text
text_chauffe_dalle_j8_centre_defaut,J8,New Text,New Text,New Text,New Text
text_chauffe_dalle_j9_centre_defaut,J9,New Text,New Text,New Text,New Text
text_chauffe_dalle_j10_centre_defaut,J10,New Text,New Text,New Text,New Text
text_loi_eau_45_deg_centre_defaut,45,New Text,New Text,New Text,New Text
text_loi_eau_35_deg_centre_defaut,35,New Text,New Text,New Text,New Text
text_loi_eau_25_deg_centre_defaut,25,New Text,New Text,New Text,New Text
text_loi_eau_init_centre_defaut,25,New Text,New Text,New Text,New Text
text_loi_eau_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_loi_eau_m20_deg_centre_defaut,"-20
",New Text,New Text,New Text,New Text
text_loi_eau_m25_deg_centre_defaut,-25,New Text,New Text,New Text,New Text
text_loi_eau_m15_deg_centre_defaut,"-15
",New Text,New Text,New Text,New Text
text_loi_eau_m10_deg_centre_defaut,"-10
",New Text,New Text,New Text,New Text
text_loi_eau_m5_deg_centre_defaut,"-5
",New Text,New Text,New Text,New Text
text_loi_eau_0_deg_centre_defaut,"0
",New Text,New Text,New Text,New Text
text_loi_eau_5_deg_centre_defaut,"5
",New Text,New Text,New Text,New Text
text_loi_eau_10_deg_centre_defaut,"10
",New Text,New Text,New Text,New Text
text_loi_eau_15_deg_centre_defaut,"15
",New Text,New Text,New Text,New Text
text_loi_eau_20_deg_centre_defaut,"20
",New Text,New Text,New Text,New Text
text_loi_eau_30_deg_centre_defaut,"30
",New Text,New Text,New Text,New Text
text_loi_eau_40_deg_centre_defaut,40,New Text,New Text,New Text,New Text
text_loi_eau_50_deg_centre_defaut,"50
",New Text,New Text,New Text,New Text
text_loi_eau_60_deg_centre_defaut,"60
",New Text,New Text,New Text,New Text
text_loi_eau_70_deg_centre_defaut,"70
",New Text,New Text,New Text,New Text
text_loi_eau_80_deg_centre_defaut,"80
",New Text,New Text,New Text,New Text
text_regroupement_zones_centre_defaut,Voulez-vous effectuer un regroupement de zones ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_param_groupe_zone_centre_defaut,Paramétrage des groupes d'eau et des zones,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_param_complementaire_centre_defaut,Paramètres complémentaires,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_on_centre_defaut,On,On,On,On,On
text_resistance_terminaison_centre_defaut,Résistance de terminaison,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_hysteresis_sonde_ballon_centre_defaut,Hystérésis sonde ballon,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_zones_centre_defaut,Off,Off,Off,Off,Off
text_choix_des_zones_centre_defaut,Choix de zones(s),"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_repartition_puissance_zones_centre_defaut,Répartition de la puissance entre les zones,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_hysteresis_primaire_centre_defaut,Hystérésis sonde primaire,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_appoint_chauff_centre_defaut,Appoint chauffage,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_nb_pac_valeur_init_centre_defaut,1,New Text,New Text,New Text,New Text
text_nb_pac_valeur_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_nb_pac_centre_defaut,Nombre de PAC,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_type_regulation_centre_defaut,Type régulation,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_regul_directe_centre_defaut,Directe,Directe,Directe,Directe,Directe
text_circulateurs_arkteos_centre_defaut,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés
text_prog_bouclage_ecs_centre_defaut,Progammation bouclage ECS,DHW loop programming,"Programação de loop de AQS
",Progammation bouclage ECS,Progammation bouclage ECS
text_valeur_prog_bouclage_ecs_centre_defaut,Programmation,Programming,Programação,Programmation,Programmation
text_valeur_duree_bouclage_ecs_2_centre_defaut,OFF,OFF,OFF,OFF,OFF
text_valeur_duree_bouclage_ecs_1_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_duree_bouclage_ecs_centre_defaut,Marche forcée bouclage ECS ?,Duration of the exemption?,Duração da isenção?,Marche forcée bouclage ECS ?,Marche forcée bouclage ECS ?
text_code_web_init_centre_defaut,0.0,8496,8496,8496,8496
text_code_web_centre_defaut,Code web : <Value>,<Value>,<Value>,<Value>,<Value>
text_creation_compte_centre_defaut,"Veuillez utiliser le code d'accès web suivant afin de créer votre compte client sur l'espace client Arkteos, et accéder à distance à votre pompe à chaleur.",New Text,New Text,New Text,New Text
text_configuration_centre_defaut,Configuration,New Text,New Text,New Text,New Text
text_configuration_linky_centre_defaut,Linky,Linky,Linky,Linky,Linky
text_configuration_vacances_centre_defaut,Vacances,Holiday,Férias,Vacances,Vacances
text_configuration_secours_centre_defaut,Secours,Rescue,Resgatar,Secours,Secours
text_configuration_parametres_centre_defaut,Paramètres,Settings,Configurações,Paramètres,Paramètres
text_configuration_usine_centre_defaut,Usine,Factory,Fábrica,Usine,Usine
text_configuration_maintenance_centre_defaut,Maintenance,Maintenance,Manutenção,Maintenance,Maintenance
text_configuration_installation_centre_defaut,Installation,Installation,Instalação,Installation,Installation
text_configuration_historique_centre_defaut,Historique,Historical,Histórico,Historique,Historique
text_configuration_energies_centre_defaut,Conso,Consumption,Consumo,Conso,Conso
text_configuration_infos_systemes_centre_defaut,Infos,Info,Info,Infos,Infos
text_dimanche_centre_large,Dimanche,New Text,New Text,New Text,New Text
text_samedi_centre_large,Samedi,New Text,New Text,New Text,New Text
text_vendredi_centre_large,Vendredi,New Text,New Text,New Text,New Text
text_jeudi_centre_large,Jeudi,New Text,New Text,New Text,New Text
text_mercredi_centre_large,Mercredi,New Text,New Text,New Text,New Text
text_mardi_centre_large,Mardi,New Text,New Text,New Text,New Text
text_lundi_centre_large,Lundi,New Text,New Text,New Text,New Text
text_mois_decembre_centre_large,Décembre,New Text,New Text,New Text,New Text
text_mois_novembre_centre_large,Novembre,New Text,New Text,New Text,New Text
text_mois_octobre_centre_large,Octobre,New Text,New Text,New Text,New Text
text_mois_septembre_centre_large,Septembre,New Text,New Text,New Text,New Text
text_mois_aout_centre_large,Aout,New Text,New Text,New Text,New Text
text_mois_juillet_centre_large,Juillet,New Text,New Text,New Text,New Text
text_mois_juin_centre_large,Juin,New Text,New Text,New Text,New Text
text_mois_mai_centre_large,Mai,New Text,New Text,New Text,New Text
text_mois_avril_centre_large,Avril,New Text,New Text,New Text,New Text
text_mois_mars_centre_large,Mars,New Text,New Text,New Text,New Text
text_mois_janvier_centre_large,Janvier,New Text,New Text,New Text,New Text
text_mois_fevrier_centre_large,Février,Février,Février,Février,Février
text_annee_complete_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
text_annee_complete_init_centre_large,2020,New Text,New Text,New Text,New Text
text_minutes_init_centre_large,25,New Text,New Text,New Text,New Text
text_minutes_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
text_heure_init_centre_large,11,New Text,New Text,New Text,New Text
text_heure_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
text_annee_init_centre_large,20,New Text,New Text,New Text,New Text
text_annee_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
text_mois_init_centre_large,02,New Text,New Text,New Text,New Text
text_mois_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
text_jours_init_centre_large,02,02,02,02,02
text_jours_centre_large,<Value>,<Value>,<Value>,<Value>,<Value>
test_date_heure_centre_defaut,"Lorsque votre pompe à chaleur est connectée, la date et l'heure sont automatiquement synchronisées et mis à jour.",New Text,New Text,New Text,New Text
text_consigne_derog_ext_centre_defaut,Consigne de la température d'eau de la dérogation ?,New Text,New Text,New Text,New Text
text_question_derog_centre_defaut,Voulez-vous activer un cycle de dérogation chauffage/rafraichissement ?,Do you want to activate a heating/cooling override cycle?,Deseja ativar um ciclo de cancelamento de aquecimento?,Voulez-vous activer un cycle de dérogation chauffage ?,Voulez-vous activer un cycle de dérogation chauffage ?
text_oui_derog_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_non_derog_centre_defaut,Non,No,Não,Non,Non
text_valeur_duree_derog_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_valeur_duree_derog_init_centre_defaut,OFF,OFF,OFF,OFF,OFF
text_duree_derog_centre_defaut,Durée de la dérogation ?,Duration of the exemption?,Duração da isenção?,Durée de la dérogation ?,Durée de la dérogation ?
text_valeur_consigne_derog_2_centre_defaut,0.0,0.0°C,0.0°C,0.0°C,0.0°C
text_consigne_derog_centre_defaut,Consigne d'ambiance de la dérogation ?,Ambient instruction of the exemption?,Instrução ambiental da isenção?,Consigne d'ambiance de la dérogation ?,Consigne d'ambiance de la dérogation ?
text_valeur_consigne_derog_1_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_question_derog_ecs_centre_defaut,Voulez-vous forcer un cycle ECS ?,Do you want to force a DHW cycle?,Quer forçar um ciclo de AQS?,Voulez-vous forcer un cycle ECS ?,Voulez-vous forcer un cycle ECS ?
text_non_derog_ecs_centre_defaut,Non,No,Não,Non,Non
text_oui_derog_ecs_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_arret_general_centre_defaut,Souhaitez-vous arrêter votre PAC ?,New Text,New Text,New Text,New Text
text_question_centre_defaut,<Value>,<value>,<value>,<Value>,<Value>
text_question_2_centre_defaut,Question oui non ?,Question yes no?,Pergunta sim não?,Question oui non ?,Question oui non ?
text_non_centre_defaut,Non,No,Não,Non,Non
text_oui_centre_defaut,Oui,Yes,Sim,Oui,Oui
bouton_on_2_text_centre_defaut,On,New Text,New Text,On,On
bouton_on_1_text_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_bouton_on_off_2_gauche_defaut,Bouton On/Off,New Text,New Text,Bouton On/Off,Bouton On/Off
text_bouton_on_off_1_gauche_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_temp_cons_centre_defaut,Température de consigne,Température de consigne,Température de consigne,Température de consigne,Température de consigne
text_ecs_temp_rose_centre_defaut,<value>°C,New Text<value>,New Text<value>,New Text<value>,New Text<value>
text_ecs_temp_rose_init_centre_defaut,60.0,New Text,New Text,New Text,New Text
text_temp_relance_ecs_centre_defaut,Température de relance,Température de consigne,Température de consigne,Température de consigne,Température de consigne
text_ecs_temp_gris_centre_defaut,<value>°C,New Text<value>,New Text<value>,New Text<value>,New Text<value>
text_hysteresis_val_centre_defaut,Non,New Text,New Text,New Text,New Text
text_ecs_bouclage_centre_defaut,Bouclage,Looping,Looping,Bouclage,Bouclage
text_ecs_derog_centre_defaut,Dérogation ECS,Exemption,Isenção,Dérogation,Dérogation
text_ecs_marche_centre_defaut,Marche/prog,Run/prog,Executar/prog,Marche/prog,Marche/prog
text_ecs_arret_centre_defaut,Arrêt,Stop,Parar,Arrêt,Arrêt
text_erreur_1_liste_gauche_defaut,<value>,<value>,<value>,<value>,<value>
text_erreur_2_liste_gauche_defaut,Erreur : communication carte FRIGO,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
num_erreur_liste_centre_defaut,120,120,120,120,120
text_barre_titre_2_centre_defaut,2,New Text,New Text,2,2
text_barre_titre_1_centre_defaut,1,New Text,New Text,1,1
date_text_2_centre_defaut,02/02/20,New Text,New Text,02/02/20,02/02/20
heure_text_2_centre_defaut,11:25,New Text,New Text,11:25,11:25
titre_text_2_centre_large,Titre,New Text,New Text,Titre,Titre
num_alerte_centre_defaut,200,200,200,200,200
num_erreur_centre_defaut,120,120,120,120,120
date_text_1_centre_defaut,<value>,<value>,<value>,<value>,<value>
heure_text_1_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_marche_centre_defaut,Marche,Stop,Parar,Arrêt,Arrêt
text_ecs_milieu_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_ecs_bas_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_ecs_milieu_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_ecs_bas_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_etat_centre_defaut,Etat,Etat,Etat,Etat,Etat
text_temp_ext_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_temp_ext_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_pression_centre_defaut,<Value> bars,<Value>,<Value>,<Value>,<Value>
text_pression_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_temp_piscine_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
